Compound.Type,Column,Compound.Name,Compound.Name_old,Compound.Name_figure,Compound.Name_SQL,QE.LinRange,QE.RF.ratio,QE.RSD,TQS.LinRange,TQS.RF.ratio,TQS.RSD,Emperical.Formula,RT..min.,m.z,ionization_form,z,C0,ChEBI,ChEBI_old,Fraction1,Fraction2,Liquid.Fraction,Conc..uM,HILICMix,Date.added,KEGGNAME,IUPAC.Name,InChI.Key.Name,Canon.SMILES.Name,Classyfire
Redox,HILIC,NADH,NADH,NADH,NADH,100 - >10000,0.85,16.5,500 - >10000,1.106,17.6,C21H27N7O14P2,11.26,664.116954,[M+H],-1,cpd:C00004,NA,CHEBI:16908,HILICNeg,NA,Aq,4,Mix2,160401,NADH; DPNH; Reduced nicotinamide adenine dinucleotide,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",BOPGDPNILDQYTO-NNYOXOHSSA-N,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,kingdom: Organic_compounds; superclass: Nucleosides_nucleotides_and_analogues; class: (5->5)-dinucleotides; subclass: (5->5)-dinucleotides; level 5: (5->5)-dinucleotides; level 6: (5->5)-dinucleotides; level 7: (5->5)-dinucleotides; level 8: (5->5)-dinucleotides
Redox,HILIC,NADP,NADP,NADP,NADP,100 - >10000,0.741,23.3,100 - >10000,0.8,13.7,C21H29N7O17P3,12.74,742.067637,[M-2H],-1,cpd:C00006,NA,CHEBI:18009,HILICNeg,NA,Aq,4,Mix2,160401,NADP+; NADP; Nicotinamide adenine dinucleotide phosphate; beta-Nicotinamide adenine dinucleotide phosphate; TPN; Triphosphopyridine nucleotide; beta-NADP+,"[[(2R,3R,4R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",XJLXINKUBYWONI-NNYOXOHSSA-O,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,kingdom: Organic_compounds; superclass: Nucleosides_nucleotides_and_analogues; class: (5->5)-dinucleotides; subclass: (5->5)-dinucleotides; level 5: (5->5)-dinucleotides; level 6: (5->5)-dinucleotides; level 7: (5->5)-dinucleotides; level 8: (5->5)-dinucleotides
Redox,HILIC,NADPH,NADPH,NADPH,NADPH,100 - >10000,0.182,64.4,500 - >10000,1.483,53.8,C21H29N7O17P3,13.345,744.083287,[M],-1,cpd:C00005,NA,CHEBI:16474,HILICNeg,NA,Aq,4,Mix2,160401,NADPH; TPNH; Reduced nicotinamide adenine dinucleotide phosphate,"[[(2R,3R,4R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",ACFIXJIJDZMPPO-NNYOXOHSSA-N,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,kingdom: Organic_compounds; superclass: Nucleosides_nucleotides_and_analogues; class: (5->5)-dinucleotides; subclass: (5->5)-dinucleotides; level 5: (5->5)-dinucleotides; level 6: (5->5)-dinucleotides; level 7: (5->5)-dinucleotides; level 8: (5->5)-dinucleotides
Redox,HILIC,Riboflavin-5-phosphate,Riboflavin Monophosphate,RMP,RMP,100 - >10000,0.552,17.9,20 - >10000,0.902,12,C17H21N4O9P,8.6,455.096794,[M-H],-1,cpd:C00061,NA,CHEBI:17621,HILICNeg,NA,Aq,4,Mix2,160401,FMN; Riboflavin-5-phosphate; Flavin mononucleotide,"[(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate",FVTCRASFADXXNN-SCRDCRAPSA-N,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,kingdom: Organic_compounds; superclass: Nucleosides_nucleotides_and_analogues; class: Flavin_nucleotides; subclass: Flavin_nucleotides; level 5: Flavin_nucleotides; level 6: Flavin_nucleotides; level 7: Flavin_nucleotides; level 8: Flavin_nucleotides
Redox,HILIC,Riboflavin-5-phosphate,Riboflavin Monophosphate,RMP,RMP,NA,NA,NA,NA,NA,NA,C17H21N4O9P,8.6,457.112444,[M+H],1,cpd:C00061,NA,CHEBI:17621,HILICPos,NA,Aq,4,Mix2,160401,FMN; Riboflavin-5-phosphate; Flavin mononucleotide,"[(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate",FVTCRASFADXXNN-SCRDCRAPSA-N,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,kingdom: Organic_compounds; superclass: Nucleosides_nucleotides_and_analogues; class: Flavin_nucleotides; subclass: Flavin_nucleotides; level 5: Flavin_nucleotides; level 6: Flavin_nucleotides; level 7: Flavin_nucleotides; level 8: Flavin_nucleotides
Sugar phosphate,HILIC,D-Glucose 6-phosphate,Glucose 6 phosphate,Glucose 6 phosphate,Glucose 6 phosphate,500 - >10000,0.623,13.6,100 - >10000,0.842,2.4,C6H13O9P,14.12,259.021897,[M-H],-1,cpd:C00092,CHEBI:4170,CHEBI:17665,HILICNeg,NA,Aq,4,Mix1,160401,D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester,"[(2R,3R,4S,5R)-2,3,4,5-tetrahydroxy-6-oxohexyl] dihydrogen phosphate",VFRROHXSMXFLSN-SLPGGIOYSA-N,C(C(C(C(C(C=O)O)O)O)O)OP(=O)(O)O,kingdom: Organic_compounds; superclass: Organic_oxygen_compounds; class: Organooxygen_compounds; subclass: Carbohydrates_and_carbohydrate_conjugates; level 5: Monosaccharides; level 6: Monosaccharide_phosphates; level 7: Monosaccharide_phosphates; level 8: Monosaccharide_phosphates
Sugar phosphate,HILIC,D-Fructose 6-phosphate,Fructose 6 phosphate,F6-phosphate,Fructose 6 phosphate,250 - 5000,0.597,20,20 - >10000,0.882,13.6,C6H13O9P,13.51,259.021897,[M-H],-1,cpd:C00085,NA,CHEBI:15946,HILICNeg,NA,Aq,4,Mix1,160401,D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester,"[(2R,3R,4S)-2,3,4,6-tetrahydroxy-5-oxohexyl] dihydrogen phosphate",GSXOAOHZAIYLCY-HSUXUTPPSA-N,C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O,kingdom: Organic_compounds; superclass: Organic_oxygen_compounds; class: Organooxygen_compounds; subclass: Carbohydrates_and_carbohydrate_conjugates; level 5: Monosaccharides; level 6: Hexoses; level 7: Hexose_phosphates; level 8: Hexose_phosphates
Sugar phosphate,HILIC,D-Glucose 1-phosphate,Glucose 1 phosphate,Glucose 1 phosphate,Glucose 1 phosphate,500 - >10000,0.597,20,100 - >10000,0.83,9.4,C6H13O9P,13.45,259.021897,[M-H],-1,cpd:C00103,NA,CHEBI:29042,HILICNeg,NA,Aq,4,Mix2,160401,D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate,"[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] dihydrogen phosphate",HXXFSFRBOHSIMQ-VFUOTHLCSA-N,C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O,kingdom: Organic_compounds; superclass: Organic_oxygen_compounds; class: Organooxygen_compounds; subclass: Carbohydrates_and_carbohydrate_conjugates; level 5: Monosaccharides; level 6: Monosaccharide_phosphates; level 7: Monosaccharide_phosphates; level 8: Monosaccharide_phosphates
Sugar phosphate,HILIC,3-Phosphoglycerate,Phosphoglyceric Acid,3-Phosphoglycerate,Phosphoglycerate,10000 - >10000,0.757,27.6,100 - >10000,1.253,10.1,C3H7O7P,14.755,184.985118,[M-H],-1,cpd:C00197,NA,CHEBI:17794,HILICNeg,NA,Aq,4,Mix1,180130,3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate,2-hydroxy-3-phosphonooxypropanoic acid,OSJPPGNTCRNQQC-UHFFFAOYSA-N,C(C(C(=O)O)O)OP(=O)(O)O,kingdom: Organic_compounds; superclass: Organic_oxygen_compounds; class: Organooxygen_compounds; subclass: Carbohydrates_and_carbohydrate_conjugates; level 5: Sugar_acids_and_derivatives; level 6: Sugar_acids_and_derivatives; level 7: Sugar_acids_and_derivatives; level 8: Sugar_acids_and_derivatives
Sugar phosphate,HILIC,D-Ribose 5-phosphate,Ribose 5 phosphate,R5P,R5P,1000 - >10000,0.561,24.2,100 - >10000,1.052,16.1,C5H11O8P,13.29,229.011333,[M-H],-1,cpd:C00117,NA,CHEBI:17797,HILICNeg,NA,Aq,4,Mix2,160401,D-Ribose 5-phosphate; Ribose 5-phosphate,"[(2R,3S,4R)-3,4,5-trihydroxyoxolan-2-yl]methyl dihydrogen phosphate",KTVPXOYAKDPRHY-SOOFDHNKSA-N,C(C1C(C(C(O1)O)O)O)OP(=O)(O)O,kingdom: Organic_compounds; superclass: Organic_oxygen_compounds; class: Organooxygen_compounds; subclass: Carbohydrates_and_carbohydrate_conjugates; level 5: Monosaccharides; level 6: Pentoses; level 7: Pentose_phosphates; level 8: Pentose_phosphates
Sulfur,HILIC,"(R)-2,3-Dihydroxypropane-1-sulfonate",DHPS,DHPS,DHPS,<10 - 1000,0.548,15.2,<10 - 1000,0.712,18.2,C3H8O5S,10.67,155.001422,[M-H],-1,cpd:C19675,CHEBI:NA,CHEBI:60997,HILICNeg,NA,Aq,4,Mix2,160401,"(R)-2,3-Dihydroxypropane-1-sulfonate","(2R)-2,3-dihydroxypropane-1-sulfonic acid",YPFUJZAAZJXMIP-GSVOUGTGSA-N,C(C(CS(=O)(=O)O)O)O,NA
Sulfur,HILIC,Sulfolactic Acid,Sulfolactic Acid,Sulfolactic acid,Sulfolactic Acid,10000 - >10000,1.416,19.1,10000 - >10000,1.768,9.1,C3H6O6S,13.275,168.980687,[M-H],-1,cpd:C11537,CHEBI:48291,CHEBI:50519,HILICNeg,NA,Aq,16,Mix2,160401,(2R)-3-Sulfolactate; (R)-3-Sulfolactate,2-hydroxy-2-sulfopropanoic acid,COMVEZIIQHBEJL-UHFFFAOYSA-N,CC(C(=O)O)(O)S(=O)(=O)O,kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Hydroxy_acids_and_derivatives; subclass: Alpha_hydroxy_acids_and_derivatives; level 5: Alpha_hydroxy_acids_and_derivatives; level 6: Alpha_hydroxy_acids_and_derivatives; level 7: Alpha_hydroxy_acids_and_derivatives; level 8: Alpha_hydroxy_acids_and_derivatives
Sulfur,HILIC,3-Sulfopyruvic acid,3-Sulfopyruvic Acid,3-Sulfopyruvic acid,Sulfopyruvic acid,1000 - >10000,1.078,23.1,20 - 1000,1.13,2.7,C3H4O6S,12.92,166.965037,[M-H],-1,cpd:C05528,NA,CHEBI:16894,HILICNeg,NA,Aq,4,Mix2,160401,3-Sulfopyruvate; 3-Sulfopyruvic acid,2-oxo-3-sulfopropanoic acid,BUTHMSUEBYPMKJ-UHFFFAOYSA-N,C(C(=O)C(=O)O)S(=O)(=O)O,kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Keto_acids_and_derivatives; subclass: Alpha-keto_acids_and_derivatives; level 5: Alpha-keto_acids_and_derivatives; level 6: Alpha-keto_acids_and_derivatives; level 7: Alpha-keto_acids_and_derivatives; level 8: Alpha-keto_acids_and_derivatives
Sulfur,HILIC,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid,APA,Amino Propanesulfonic Acid,NA,NA,NA,NA,NA,NA,C3H9NO3S,11.49,138.022491,[M-H],-1,NA,NA,NA,HILICNeg,NA,Aq,4,Mix2,160401,NA,3-aminopropane-1-sulfonate,SNKZJIOFVMKAOJ-UHFFFAOYSA-M,C(CN)CS(=O)(=O)[O-],kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Organic_sulfonic_acids_and_derivatives; subclass: Organosulfonic_acids_and_derivatives; level 5: Organosulfonic_acids; level 6: Organosulfonic_acids; level 7: Organosulfonic_acids; level 8: Organosulfonic_acids
Sulfur,HILIC,L-Cysteic acid,Cysteic Acid,Cysteic acid,Cysteic acid,20 - >10000,0.834,13.6,100 - >10000,0.99,7.5,C3H7NO5S,12.15,167.996671,[M-H],-1,cpd:C00506,NA,CHEBI:17285,HILICNeg,NA,Aq,4,Mix2,160401,L-Cysteate; L-Cysteic acid; 3-Sulfoalanine; 2-Amino-3-sulfopropionic acid,(2R)-2-amino-3-sulfopropanoic acid,XVOYSCVBGLVSOL-REOHCLBHSA-N,C(C(C(=O)O)N)S(=O)(=O)O,kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Carboxylic_acids_and_derivatives; subclass: Amino_acids_peptides_and_analogues; level 5: Amino_acids_and_derivatives; level 6: Alpha_amino_acids_and_derivatives; level 7: Alpha_amino_acids; level 8: L-alpha-amino_acids
Sulfur,HILIC,Dimethylsulfoniopropionate,DMSP,DMSP,Dimethylsulfoniopropionate,<10 - >10000,0.324,10,<10 - 1000,0.278,9,C5H10O2S,9.325,135.047977,[M+H],1,cpd:C04022,NA,CHEBI:16457,HILICPos,NA,Aq,4,Mix2,160401,"S,S-Dimethyl-beta-propiothetin; S-Dimethylsulfonium propionic acid; Dimethylpropiothetin; DMPT; DMSP",3-dimethylsulfoniopropanoate,DFPOZTRSOAQFIK-UHFFFAOYSA-N,C[S+](C)CCC(=O)[O-],kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Carboxylic_acids_and_derivatives; subclass: Carboxylic_acid_derivatives; level 5: Carboxylic_acid_salts; level 6: Carboxylic_acid_salts; level 7: Carboxylic_acid_salts; level 8: Carboxylic_acid_salts
Sulfur,HILIC,Ethanesulfonic acid,Ethanesulfonic Acid,Esylic acid,Ethanesulfonic acid,NA,NA,NA,NA,NA,NA,C2H6O3S,4.29,108.995942,[M-H],-1,NA,NA,CHEBI:42465,HILICNeg,NA,Aq,4,Mix2,160401,NA,ethanesulfonic acid,CCIVGXIOQKPBKL-UHFFFAOYSA-N,CCS(=O)(=O)O,kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Organic_sulfonic_acids_and_derivatives; subclass: Organosulfonic_acids_and_derivatives; level 5: Organosulfonic_acids; level 6: Organosulfonic_acids; level 7: Organosulfonic_acids; level 8: Organosulfonic_acids
Sulfur,HILIC,Glutathione disulfide,Glutathione Disulfide,GSSG,Glutathione disulfide,NA,NA,NA,NA,NA,NA,C20H32N6O12S2,14.98,613.159793,[M+H],1,cpd:C00127,NA,CHEBI:17858,HILICPos,NA,Aq,4,Mix2,160401,Glutathione disulfide; GSSG; Oxiglutatione; Oxidized glutathione,(2S)-2-amino-5-[[(2R)-3-[[(2R)-2-[[(4S)-4-amino-4-carboxybutanoyl]amino]-3-(carboxymethylamino)-3-oxopropyl]disulfanyl]-1-(carboxymethylamino)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid,YPZRWBKMTBYPTK-BJDJZHNGSA-N,C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N,kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Carboxylic_acids_and_derivatives; subclass: Amino_acids_peptides_and_analogues; level 5: Peptides; level 6: Peptides; level 7: Peptides; level 8: Peptides
Sulfur,HILIC,Hypotaurine,Hypotaurine,Hypotaurine,Hypotaurine,NA,NA,NA,NA,NA,NA,C2H7NO2S,11.36,110.027576,[M+H],1,cpd:C00519,NA,CHEBI:16668,HILICPos,NA,Aq,4,Mix2,160401,Hypotaurine; 2-Aminoethanesulfinic acid,2-aminoethanesulfinic acid,VVIUBCNYACGLLV-UHFFFAOYSA-N,C(CS(=O)O)N,kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Sulfinic_acids_and_derivatives; subclass: Sulfinic_acids; level 5: Sulfinic_acids; level 6: Sulfinic_acids; level 7: Sulfinic_acids; level 8: Sulfinic_acids
Sulfur,HILIC,Isethionic acid,Isethionic Acid,Isethionic acid,Isethionic acid,<10 - 1000,0.758,17.5,<10 - 1000,0.747,6.1,C2H6O4S,7.2,124.990857,[M-H],-1,cpd:C05123,NA,CHEBI:1157,HILICNeg,NA,Aq,4,Mix2,160401,2-Hydroxyethanesulfonate; 2-Hydroxyethanesulfonic acid; 2-Hydroxyethane-1-sulfonic acid; Isethionic acid; Isethionate,2-hydroxyethanesulfonic acid,SUMDYPCJJOFFON-UHFFFAOYSA-N,C(CS(=O)(=O)O)O,kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Organic_sulfonic_acids_and_derivatives; subclass: Organosulfonic_acids_and_derivatives; level 5: Organosulfonic_acids; level 6: Organosulfonic_acids; level 7: Organosulfonic_acids; level 8: Organosulfonic_acids
Sulfur,HILIC,Sodium 2-mercaptoethanesulfonate,MESNA (Sodium 2-mercaptoethanesulfonate),MESNA,MESNA,<10 - 1000,0.266,20.6,<10 - 1000,0.953,7.8,C2H5O3S2,2.67,140.968013,[M],-1,NA,NA,CHEBI:31824,HILICNeg,NA,Aq,4,Mix2,160401,NA,sodium;2-sulfanylethanesulfonate,XOGTZOOQQBDUSI-UHFFFAOYSA-M,C(CS(=O)(=O)[O-])S.[Na+],kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Organic_sulfonic_acids_and_derivatives; subclass: Organosulfonic_acids_and_derivatives; level 5: Organosulfonic_acids; level 6: Organosulfonic_acids; level 7: Organosulfonic_acids; level 8: Organosulfonic_acids
Sulfur,HILIC,N-Acetyltaurine,N-acetyltaurine,N-acetyltaurine,N acetyltaurine,<10 - 1000,1.111,9.9,20 - 1000,1.079,2.1,C4H9NO4S,3.74,166.017406,[M-H],-1,NA,NA,CHEBI:84415,HILICNeg,NA,Aq,4,Mix2,160401,NA,2-acetamidoethanesulfonic acid,CXJAAWRLVGAKDV-UHFFFAOYSA-N,CC(=O)NCCS(=O)(=O)O,kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Organic_sulfonic_acids_and_derivatives; subclass: Organosulfonic_acids_and_derivatives; level 5: Organosulfonic_acids; level 6: Organosulfonic_acids; level 7: Organosulfonic_acids; level 8: Organosulfonic_acids
Sulfur,HILIC,N-Methyltaurine,N-methyltaurine,N-methyltaurine,N methyltaurine,NA,NA,NA,NA,NA,NA,C3H9NO3S,6.06,140.038141,[M+H],1,NA,NA,NA,HILICPos,NA,Aq,4,Mix2,160401,NA,2-(methylamino)ethanesulfonic acid,SUZRRICLUFMAQD-UHFFFAOYSA-N,CNCCS(=O)(=O)O,kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Organic_sulfonic_acids_and_derivatives; subclass: Organosulfonic_acids_and_derivatives; level 5: Organosulfonic_acids; level 6: Organosulfonic_acids; level 7: Organosulfonic_acids; level 8: Organosulfonic_acids
Sulfur,HILIC,1-Propanesulfonate,Propanesulfonate,Propanesulfonate,Propanesulfonate,NA,NA,NA,NA,NA,NA,C3H7O3S,2.81,123.011592,[M],-1,NA,NA,NA,HILICNeg,NA,Aq,4,Mix2,160401,NA,propane-1-sulfonate,KCXFHTAICRTXLI-UHFFFAOYSA-M,CCCS(=O)(=O)[O-],kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Organic_sulfonic_acids_and_derivatives; subclass: Organosulfonic_acids_and_derivatives; level 5: Organosulfonic_acids; level 6: Organosulfonic_acids; level 7: Organosulfonic_acids; level 8: Organosulfonic_acids
Sulfur,HILIC,Sulfoacetic acid,Sulfoacetic Acid,Sulfoacetic acid,Sulfoacetic acid,<10 - >10000,0.906,19.8,<10 - 1000,0.909,3,C2H4O5S,13.9,138.970122,[M-H],-1,cpd:C14179,NA,CHEBI:50519,HILICNeg,NA,Aq,4,Mix2,160401,Sulfoacetate; Sulfoacetic acid,2-sulfoacetic acid,AGGIJOLULBJGTQ-UHFFFAOYSA-N,C(C(=O)O)S(=O)(=O)O,kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Organic_sulfonic_acids_and_derivatives; subclass: Organosulfonic_acids_and_derivatives; level 5: Organosulfonic_acids; level 6: Organosulfonic_acids; level 7: Organosulfonic_acids; level 8: Organosulfonic_acids
Sulfur,HILIC,Taurine,Taurine,Taurine,Taurine,<10 - 1000,0.481,5.2,<10 - 1000,0.228,3.3,C2H7NO3S,11.13,124.006841,[M-H],-1,cpd:C00245,NA,CHEBI:15891,HILICNeg,NA,Aq,4,Mix2,160401,Taurine; 2-Aminoethanesulfonic acid; Aminoethylsulfonic acid,2-aminoethanesulfonic acid,XOAAWQZATWQOTB-UHFFFAOYSA-N,C(CS(=O)(=O)O)N,kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Organic_sulfonic_acids_and_derivatives; subclass: Organosulfonic_acids_and_derivatives; level 5: Organosulfonic_acids; level 6: Organosulfonic_acids; level 7: Organosulfonic_acids; level 8: Organosulfonic_acids
Sulfur,HILIC,Taurine,Taurine,Taurine,Taurine,NA,NA,NA,NA,NA,NA,C2H7NO3S,11.12,126.022491,[M+H],1,cpd:C00245,NA,CHEBI:15891,HILICPos,NA,Aq,4,Mix2,160401,Taurine; 2-Aminoethanesulfonic acid; Aminoethylsulfonic acid,2-aminoethanesulfonic acid,XOAAWQZATWQOTB-UHFFFAOYSA-N,C(CS(=O)(=O)O)N,kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Organic_sulfonic_acids_and_derivatives; subclass: Organosulfonic_acids_and_derivatives; level 5: Organosulfonic_acids; level 6: Organosulfonic_acids; level 7: Organosulfonic_acids; level 8: Organosulfonic_acids
Vitamin,HILIC,Nicotinic acid,Vitamin B3,Vit B3,Nicotinic acid,NA,0.989,7.1,NA,1.071,9.4,C6H5NO2,2.68,124.039854,[M+H],1,cpd:C00253,NA,CHEBI:15940,HILICPos,NA,Aq,4,Mix2,160401,Nicotinate; Nicotinic acid; Niacin; 3-Pyridinecarboxylic acid,pyridine-3-carboxylic acid,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)O,kingdom: Organic_compounds; superclass: Organoheterocyclic_compounds; class: Pyridines_and_derivatives; subclass: Pyridinecarboxylic_acids_and_derivatives; level 5: Pyridinecarboxylic_acids; level 6: Pyridinecarboxylic_acids; level 7: Pyridinecarboxylic_acids; level 8: Pyridinecarboxylic_acids
Vitamin (B1-derivative),HILIC,Thiamine monophosphate,Thiamine monophosphate,TMP,Thiamine monophosphate,100 - >10000,0.821,13.5,<10 - >10000,1.08,17.3,C12H18N4O4PS,11.5,345.078641,[M],1,cpd:C01081,NA,CHEBI:9533,HILICPos,NA,Aq,4,Mix1,160401,Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP,"2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl dihydrogen phosphate",HZSAJDVWZRBGIF-UHFFFAOYSA-O,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O,kingdom: Organic_compounds; superclass: Organoheterocyclic_compounds; class: Diazines; subclass: Pyrimidines_and_pyrimidine_derivatives; level 5: Thiamines; level 6: Thiamine_phosphates; level 7: Thiamine_phosphates; level 8: Thiamine_phosphates
Vitamin (B1-derivative),HILIC,Thiamine diphosphate,Thiamine pyrophosphate,TPP,Thiamine diphosphate,100 - >10000,0.929,23.1,100 - >10000,1.164,19.6,C12H19N4O7P2S,13.765,425.044974,[M],1,cpd:C00068,NA,CHEBI:9532,HILICPos,NA,Aq,4,Mix1,160401,Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP,"2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl phosphono hydrogen phosphate",AYEKOFBPNLCAJY-UHFFFAOYSA-O,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O,kingdom: Organic_compounds; superclass: Organoheterocyclic_compounds; class: Diazines; subclass: Pyrimidines_and_pyrimidine_derivatives; level 5: Thiamines; level 6: Thiamine_phosphates; level 7: Thiamine_phosphates; level 8: Thiamine_phosphates
Vitamin (B-like),HILIC,Choline,Choline,Choline,Choline,100 - >10000,0.998,32.7,20 - >10000,0.782,11.6,C5H14NO,15.265,104.107539,[M],1,cpd:C00114,NA,CHEBI:15354,HILICPos,NA,Aq,4,Mix1,160401,Choline; Bilineurine,2-hydroxyethyl(trimethyl)azanium,OEYIOHPDSNJKLS-UHFFFAOYSA-N,C[N+](C)(C)CCO,kingdom: Organic_compounds; superclass: Organic_nitrogen_compounds; class: Organonitrogen_compounds; subclass: Quaternary_ammonium_salts; level 5: Cholines; level 6: Cholines; level 7: Cholines; level 8: Cholines
Amino Acid,RP,L-Kynurenine,Kynurenine,Kynurenine,Kynurenine,NA,0.564,4.1,NA,0.482,4.6,C10H12N2O3,1.27,209.092618,[M+H],1,cpd:C00328,NA,CHEBI:16946,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,L-Kynurenine; 3-Anthraniloyl-L-alanine,(2S)-2-amino-4-(2-aminophenyl)-4-oxobutanoic acid,YGPSJZOEDVAXAB-QMMMGPOBSA-N,C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N,kingdom: Organic_compounds; superclass: Organic_oxygen_compounds; class: Organooxygen_compounds; subclass: Carbonyl_compounds; level 5: Ketones; level 6: Aryl_ketones; level 7: Phenylketones; level 8: Alkyl-phenylketones
Amino Acid,RP,L-Phenylalanine,Phenylalanine,Phenylalanine,Phenylalanine,5 - >10000,0.632,2.1,<0.5 - >10000,0.438,2.7,C9H11NO2,1.15,166.086804,[M+H],1,cpd:C00079,NA,CHEBI:17295,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid,(2S)-2-amino-3-phenylpropanoic acid,COLNVLDHVKWLRT-QMMMGPOBSA-N,C1=CC=C(C=C1)CC(C(=O)O)N,NA
Amino Acid,RP,L-Tryptophan,Tryptophan,Tryptophan,Tryptophan,5 - >10000,0.826,2,5 - >10000,0.64,1.3,C11H12N2O2,2.07,205.097703,[M+H],1,cpd:C00078,NA,CHEBI:16828,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,QIVBCDIJIAJPQS-VIFPVBQESA-N,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,NA
